sku_id,sku_code,sku_name,brand,category_id,subcategory_id,supplier_id,pack_size,units_per_case,cases_per_pallet,pallet_weight_kg,unit_price_zar,case_price_zar,shelf_life_days,requires_chilled,requires_frozen,is_own_label,status
1209,SKU001209,Heritage Rose Rose Wine 750ml,Heritage Rose,6,47,27,750ml,12,69,510.6,285.81,3429.72,,N,N,N,ACTIVE
1210,SKU001210,Edward Snell & Co White Wine 1.75L,Edward Snell & Co,6,46,25,1.75L,6,73,211.7,192.05,1152.3,,N,N,N,ACTIVE
1211,SKU001211,Heineken Beverages Whisky 330ml,Heineken Beverages,6,48,21,330ml,24,77,646.8,396.27,9510.48,,N,N,N,ACTIVE
1212,SKU001212,Table Mountain Beer Beer 330ml,Table Mountain Beer,6,43,29,330ml,24,81,1069.2,150.98,3623.52,,N,N,N,ACTIVE
1213,SKU001213,Robertson Winery Liqueurs 1L,Robertson Winery,6,53,27,1L,12,74,155.4,308.99,3707.88,,N,N,N,ACTIVE
1214,SKU001214,Distell Whisky 1.75L,Distell,6,48,20,1.75L,6,71,1242.5,397.48,2384.88,,N,N,N,ACTIVE
1215,SKU001215,Castle Brewing White Wine 750ml,Castle Brewing,6,46,29,750ml,12,73,1073.1,341.77,4101.24,,N,N,N,ACTIVE
1216,SKU001216,Heineken Beverages Rum 1.75L,Heineken Beverages,6,50,21,1.75L,6,72,367.2,156.95,941.7,,N,N,N,ACTIVE
1217,SKU001217,Castle Brewing Brandy 1.75L,Castle Brewing,6,51,29,1.75L,6,80,800.0,48.17,289.02,,N,N,N,ACTIVE
1218,SKU001218,Nederburg Liqueurs 750ml,Nederburg,6,53,28,750ml,12,58,1003.4,407.01,4884.12,,N,N,N,ACTIVE
1219,SKU001219,Umhlanga White White Wine 440ml,Umhlanga White,6,46,23,440ml,24,90,333.0,325.46,7811.04,,N,N,N,ACTIVE
1220,SKU001220,KWV Whisky 500ml,KWV,6,48,26,500ml,24,62,787.4,333.46,8003.04,,N,N,N,ACTIVE
1221,SKU001221,SAB InBev Liqueurs 1L,SAB InBev,6,53,22,1L,12,88,299.2,336.05,4032.6,,N,N,N,ACTIVE
1222,SKU001222,Castle Brewing Gin 330ml,Castle Brewing,6,52,29,330ml,24,89,1477.4,177.44,4258.56,,N,N,N,ACTIVE
1223,SKU001223,Nederburg Liqueurs 750ml,Nederburg,6,53,28,750ml,12,62,241.8,127.77,1533.24,,N,N,N,ACTIVE
1224,SKU001224,Edward Snell & Co Cider 1.75L,Edward Snell & Co,6,44,25,1.75L,6,85,1181.5,423.94,2543.64,,N,N,N,ACTIVE
1225,SKU001225,SAB InBev Whisky 500ml,SAB InBev,6,48,22,500ml,24,72,144.0,274.42,6586.08,,N,N,N,ACTIVE
1226,SKU001226,Pernod Ricard SA Brandy 750ml,Pernod Ricard SA,6,51,23,750ml,12,75,585.0,167.65,2011.8,,N,N,N,ACTIVE
1227,SKU001227,Zulu Brandy Brandy 1L,Zulu Brandy,6,51,29,1L,12,62,130.2,79.23,950.76,,N,N,N,ACTIVE
1228,SKU001228,Pernod Ricard SA Rose Wine 750ml,Pernod Ricard SA,6,47,23,750ml,12,77,500.5,96.18,1154.16,,N,N,N,ACTIVE
1229,SKU001229,Distell RTD 1L,Distell,6,54,20,1L,12,68,1210.4,163.19,1958.28,,N,N,N,ACTIVE
1230,SKU001230,Highveld RTD RTD 750ml,Highveld RTD,6,54,29,750ml,12,88,871.2,378.91,4546.92,,N,N,N,ACTIVE
1231,SKU001231,SAB InBev Whisky 1.75L,SAB InBev,6,48,22,1.75L,6,61,1037.0,386.95,2321.7,,N,N,N,ACTIVE
1232,SKU001232,Distell RTD 440ml,Distell,6,54,20,440ml,24,79,537.2,336.87,8084.88,,N,N,N,ACTIVE
1233,SKU001233,Distell Red Wine 1L,Distell,6,45,20,1L,12,73,934.4,175.03,2100.36,,N,N,N,ACTIVE
1234,SKU001234,Heineken Beverages Vodka 1L,Heineken Beverages,6,49,21,1L,12,66,1108.8,152.18,1826.16,,N,N,N,ACTIVE
1235,SKU001235,Kalahari Cider Cider 500ml,Kalahari Cider,6,44,22,500ml,24,85,246.5,394.33,9463.92,,N,N,N,ACTIVE
1236,SKU001236,Castle Brewing Red Wine 440ml,Castle Brewing,6,45,29,440ml,24,76,509.2,323.82,7771.68,,N,N,N,ACTIVE
1237,SKU001237,Pernod Ricard SA White Wine 1.75L,Pernod Ricard SA,6,46,23,1.75L,6,89,1210.4,38.79,232.74,,N,N,N,ACTIVE
1238,SKU001238,Royal Red Red Wine 750ml,Royal Red,6,45,26,750ml,12,58,203.0,419.28,5031.36,,N,N,N,ACTIVE
1239,SKU001239,Royal Cider Cider 1.75L,Royal Cider,6,44,28,1.75L,6,69,1207.5,281.26,1687.56,,N,N,N,ACTIVE
1240,SKU001240,Pernod Ricard SA Cider 750ml,Pernod Ricard SA,6,44,23,750ml,12,79,908.5,160.62,1927.44,,N,N,N,ACTIVE
1241,SKU001241,KWV RTD 1.75L,KWV,6,54,26,1.75L,6,90,1296.0,308.29,1849.74,,N,N,N,ACTIVE
1242,SKU001242,Robertson Winery Rose Wine 500ml,Robertson Winery,6,47,27,500ml,24,48,158.4,84.8,2035.2,,N,N,N,ACTIVE
1243,SKU001243,Pernod Ricard SA Brandy 330ml,Pernod Ricard SA,6,51,23,330ml,24,85,952.0,272.79,6546.96,,N,N,N,ACTIVE
1244,SKU001244,Premium RTD RTD 1L,Premium RTD,6,54,21,1L,12,59,1062.0,194.34,2332.08,,N,N,N,ACTIVE
1245,SKU001245,Edward Snell & Co Cider 330ml,Edward Snell & Co,6,44,25,330ml,24,82,1230.0,111.73,2681.52,,N,N,N,ACTIVE
1246,SKU001246,Nederburg Brandy 1L,Nederburg,6,51,28,1L,12,79,1216.6,61.53,738.36,,N,N,N,ACTIVE
1247,SKU001247,Savannah Liqueurs Liqueurs 440ml,Savannah Liqueurs,6,53,21,440ml,24,90,441.0,407.5,9780.0,,N,N,N,ACTIVE
1248,SKU001248,Edward Snell & Co Rum 330ml,Edward Snell & Co,6,50,25,330ml,24,50,265.0,88.46,2123.04,,N,N,N,ACTIVE
1249,SKU001249,Diageo SA Brandy 330ml,Diageo SA,6,51,24,330ml,24,53,535.3,441.67,10600.08,,N,N,N,ACTIVE
1250,SKU001250,SAB InBev Brandy 750ml,SAB InBev,6,51,22,750ml,12,90,612.0,35.04,420.48,,N,N,N,ACTIVE
1251,SKU001251,Nederburg Rose Wine 750ml,Nederburg,6,47,28,750ml,12,56,733.6,274.48,3293.76,,N,N,N,ACTIVE
1252,SKU001252,Classic Whisky Whisky 1L,Classic Whisky,6,48,29,1L,12,80,288.0,122.08,1464.96,,N,N,N,ACTIVE
1253,SKU001253,Diageo SA Red Wine 440ml,Diageo SA,6,45,24,440ml,24,56,308.0,284.89,6837.36,,N,N,N,ACTIVE
1254,SKU001254,Ubuntu Red Red Wine 750ml,Ubuntu Red,6,45,29,750ml,12,52,322.4,263.19,3158.28,,N,N,N,ACTIVE
1255,SKU001255,Diageo SA Cider 1.75L,Diageo SA,6,44,24,1.75L,6,75,322.5,425.18,2551.08,,N,N,N,ACTIVE
1256,SKU001256,Diageo SA Liqueurs 1.75L,Diageo SA,6,53,24,1.75L,6,89,712.0,114.94,689.64,,N,N,N,ACTIVE
1257,SKU001257,SAB InBev Gin 750ml,SAB InBev,6,52,22,750ml,12,57,832.2,166.29,1995.48,,N,N,N,ACTIVE
1258,SKU001258,Kalahari Gin Gin 330ml,Kalahari Gin,6,52,23,330ml,24,65,247.0,86.72,2081.28,,N,N,N,ACTIVE
1259,SKU001259,Edward Snell & Co Cider 500ml,Edward Snell & Co,6,44,25,500ml,24,65,962.0,95.73,2297.52,,N,N,N,ACTIVE
1260,SKU001260,KWV Cider 440ml,KWV,6,44,26,440ml,24,72,1044.0,429.99,10319.76,,N,N,N,ACTIVE
1261,SKU001261,Supreme Brandy Brandy 1L,Supreme Brandy,6,51,24,1L,12,79,600.4,74.65,895.8,,N,N,N,ACTIVE
1262,SKU001262,Heineken Beverages Gin 330ml,Heineken Beverages,6,52,21,330ml,24,58,812.0,166.97,4007.28,,N,N,N,ACTIVE
1263,SKU001263,Kalahari RTD RTD 1L,Kalahari RTD,6,54,28,1L,12,86,722.4,401.04,4812.48,,N,N,N,ACTIVE
1264,SKU001264,SAB InBev Brandy 1.75L,SAB InBev,6,51,22,1.75L,6,56,621.6,94.21,565.26,,N,N,N,ACTIVE
1265,SKU001265,Heritage RTD RTD 1.75L,Heritage RTD,6,54,25,1.75L,6,63,548.1,316.46,1898.76,,N,N,N,ACTIVE
1266,SKU001266,Nederburg Rum 500ml,Nederburg,6,50,28,500ml,24,65,669.5,430.34,10328.16,,N,N,N,ACTIVE
1267,SKU001267,Diageo SA White Wine 1.75L,Diageo SA,6,46,24,1.75L,6,53,450.5,428.19,2569.14,,N,N,N,ACTIVE
1268,SKU001268,Heineken Beverages Cider 330ml,Heineken Beverages,6,44,21,330ml,24,63,289.8,427.12,10250.88,,N,N,N,ACTIVE
1269,SKU001269,Diageo SA RTD 1L,Diageo SA,6,54,24,1L,12,79,173.8,370.46,4445.52,,N,N,N,ACTIVE
1270,SKU001270,SAB InBev RTD 750ml,SAB InBev,6,54,22,750ml,12,79,1422.0,248.73,2984.76,,N,N,N,ACTIVE
1271,SKU001271,Distell Vodka 1L,Distell,6,49,20,1L,12,60,834.0,413.02,4956.24,,N,N,N,ACTIVE
1272,SKU001272,Edward Snell & Co RTD 440ml,Edward Snell & Co,6,54,25,440ml,24,90,1368.0,429.61,10310.64,,N,N,N,ACTIVE
1273,SKU001273,Distell Gin 1L,Distell,6,52,20,1L,12,76,972.8,435.33,5223.96,,N,N,N,ACTIVE
1274,SKU001274,Signature White White Wine 330ml,Signature White,6,46,22,330ml,24,71,724.2,383.35,9200.4,,N,N,N,ACTIVE
1275,SKU001275,Edward Snell & Co Red Wine 330ml,Edward Snell & Co,6,45,25,330ml,24,69,414.0,414.33,9943.92,,N,N,N,ACTIVE
1276,SKU001276,Diageo SA Cider 500ml,Diageo SA,6,44,24,500ml,24,78,421.2,156.82,3763.68,,N,N,N,ACTIVE
1277,SKU001277,Diageo SA White Wine 1.75L,Diageo SA,6,46,24,1.75L,6,80,208.0,377.68,2266.08,,N,N,N,ACTIVE
1278,SKU001278,Distell Rum 500ml,Distell,6,50,20,500ml,24,48,350.4,290.45,6970.8,,N,N,N,ACTIVE
1279,SKU001279,Savannah Beer Beer 1.75L,Savannah Beer,6,43,25,1.75L,6,59,123.9,201.86,1211.16,,N,N,N,ACTIVE
1280,SKU001280,Ubuntu Brandy Brandy 750ml,Ubuntu Brandy,6,51,22,750ml,12,55,115.5,413.94,4967.28,,N,N,N,ACTIVE
1281,SKU001281,Ubuntu Vodka Vodka 500ml,Ubuntu Vodka,6,49,25,500ml,24,71,347.9,212.76,5106.24,,N,N,N,ACTIVE
1282,SKU001282,Robertson Winery Liqueurs 440ml,Robertson Winery,6,53,27,440ml,24,56,498.4,181.8,4363.2,,N,N,N,ACTIVE
1283,SKU001283,Royal RTD RTD 330ml,Royal RTD,6,54,23,330ml,24,60,246.0,153.23,3677.52,,N,N,N,ACTIVE
1284,SKU001284,Kalahari Red Red Wine 750ml,Kalahari Red,6,45,23,750ml,12,90,351.0,442.92,5315.04,,N,N,N,ACTIVE
1285,SKU001285,Gold RTD RTD 500ml,Gold RTD,6,54,22,500ml,24,73,1226.4,243.27,5838.48,,N,N,N,ACTIVE
1286,SKU001286,Zulu Cider Cider 440ml,Zulu Cider,6,44,20,440ml,24,57,125.4,177.81,4267.44,,N,N,N,ACTIVE
1287,SKU001287,KWV Whisky 1L,KWV,6,48,26,1L,12,48,316.8,215.25,2583.0,,N,N,N,ACTIVE
1288,SKU001288,Castle Brewing White Wine 440ml,Castle Brewing,6,46,29,440ml,24,80,520.0,112.55,2701.2,,N,N,N,ACTIVE
1289,SKU001289,Pernod Ricard SA Rose Wine 1.75L,Pernod Ricard SA,6,47,23,1.75L,6,75,997.5,117.34,704.04,,N,N,N,ACTIVE
1290,SKU001290,Premium Brandy Brandy 440ml,Premium Brandy,6,51,29,440ml,24,60,690.0,446.91,10725.84,,N,N,N,ACTIVE
1291,SKU001291,Royal Vodka Vodka 500ml,Royal Vodka,6,49,20,500ml,24,60,528.0,420.58,10093.92,,N,N,N,ACTIVE
1292,SKU001292,KWV Vodka 1L,KWV,6,49,26,1L,12,67,1185.9,325.57,3906.84,,N,N,N,ACTIVE
1293,SKU001293,Robertson Winery Vodka 330ml,Robertson Winery,6,49,27,330ml,24,80,224.0,212.24,5093.76,,N,N,N,ACTIVE
1294,SKU001294,Diageo SA Whisky 500ml,Diageo SA,6,48,24,500ml,24,74,1206.2,137.49,3299.76,,N,N,N,ACTIVE
1295,SKU001295,Table Mountain Chocolates Chocolates 500g,Table Mountain Chocolates,7,55,2,500g,8,137,904.2,20.15,161.2,,N,N,N,ACTIVE
1296,SKU001296,Gold Sweets Sweets & Candy 50g,Gold Sweets,7,56,53,50g,36,106,826.8,47.73,1718.28,,N,N,N,ACTIVE
1297,SKU001297,Nik Naks Chocolates 50g,Nik Naks,7,55,57,50g,36,111,1665.0,21.87,787.32,,N,N,N,ACTIVE
1298,SKU001298,Simba Nuts & Seeds 500g,Simba,7,60,19,500g,8,107,866.7,15.24,121.92,,N,N,N,ACTIVE
1299,SKU001299,Oh My Goodness! Chewing Gum 500g,Oh My Goodness!,7,57,80,500g,8,128,1459.2,11.3,90.4,,N,N,Y,ACTIVE
1300,SKU001300,PepsiCo SA Potato Chips 500g,PepsiCo SA,7,58,18,500g,8,118,377.6,46.72,373.76,,N,N,N,ACTIVE
1301,SKU001301,Libstar Nuts & Seeds 500g,Libstar,7,60,32,500g,8,120,624.0,49.54,396.32,,N,N,N,ACTIVE
1302,SKU001302,Mars SA Chocolates 50g,Mars SA,7,55,15,50g,36,116,696.0,30.22,1087.92,,N,N,N,ACTIVE
1303,SKU001303,Signature Nuts Nuts & Seeds 150g,Signature Nuts,7,60,51,150g,20,130,2158.0,37.56,751.2,,N,N,N,ACTIVE
1304,SKU001304,Table Mountain Chocolates Chocolates 200g,Table Mountain Chocolates,7,55,16,200g,12,107,438.7,36.66,439.92,,N,N,N,ACTIVE
1305,SKU001305,PepsiCo SA Chocolates 500g,PepsiCo SA,7,55,18,500g,8,142,1846.0,23.49,187.92,,N,N,N,ACTIVE
1306,SKU001306,Table Mountain Sweets Sweets & Candy 150g,Table Mountain Sweets,7,56,16,150g,20,138,1518.0,28.41,568.2,,N,N,N,ACTIVE
1307,SKU001307,PepsiCo SA Savoury Snacks 50g,PepsiCo SA,7,59,18,50g,36,90,495.0,13.04,469.44,,N,N,N,ACTIVE
1308,SKU001308,Cape Popcorn Popcorn 500g,Cape Popcorn,7,62,56,500g,8,136,938.4,29.1,232.8,,N,N,N,ACTIVE
1309,SKU001309,Kalahari Savoury Savoury Snacks 35g,Kalahari Savoury,7,59,57,35g,48,100,1050.0,15.85,760.8,,N,N,N,ACTIVE
1310,SKU001310,Foodcorp Chewing Gum 50g,Foodcorp,7,57,31,50g,36,107,299.6,44.43,1599.48,,N,N,N,ACTIVE
1311,SKU001311,Nik Naks Potato Chips 35g,Nik Naks,7,58,57,35g,48,90,1089.0,34.54,1657.92,,N,N,N,ACTIVE
1312,SKU001312,Nestle SA Nuts & Seeds 500g,Nestle SA,7,60,7,500g,8,125,512.5,17.62,140.96,,N,N,N,ACTIVE
1313,SKU001313,Supreme Savoury Savoury Snacks 35g,Supreme Savoury,7,59,36,35g,48,130,1976.0,41.9,2011.2,,N,N,N,ACTIVE
1314,SKU001314,Foodcorp Chewing Gum 35g,Foodcorp,7,57,31,35g,48,124,1971.6,34.92,1676.16,,N,N,N,ACTIVE
1315,SKU001315,Fritos Sweets & Candy 500g,Fritos,7,56,52,500g,8,106,1282.6,44.28,354.24,,N,N,N,ACTIVE
1316,SKU001316,Simba Popcorn 100g,Simba,7,62,19,100g,24,107,1294.7,14.97,359.28,,N,N,N,ACTIVE
1317,SKU001317,Ubuntu Biltong Biltong & Droewors 150g,Ubuntu Biltong,7,61,15,150g,20,104,925.6,38.11,762.2,,N,N,N,ACTIVE
1318,SKU001318,Ubuntu Sweets Sweets & Candy 50g,Ubuntu Sweets,7,56,55,50g,36,119,1880.2,14.14,509.04,,N,N,N,ACTIVE
1319,SKU001319,Oh My Goodness! Chewing Gum 100g,Oh My Goodness!,7,57,80,100g,24,91,1474.2,19.65,471.6,,N,N,Y,ACTIVE
1320,SKU001320,Ritebrand Biltong & Droewors 50g,Ritebrand,7,61,79,50g,36,94,827.2,12.31,443.16,,N,N,Y,ACTIVE
1321,SKU001321,Oh My Goodness! Popcorn 150g,Oh My Goodness!,7,62,80,150g,20,96,403.2,37.87,757.4,,N,N,Y,ACTIVE
1322,SKU001322,Ritebrand Chocolates 35g,Ritebrand,7,55,79,35g,48,114,433.2,22.9,1099.2,,N,N,Y,ACTIVE
1323,SKU001323,Oh My Goodness! Chocolates 35g,Oh My Goodness!,7,55,80,35g,48,98,323.4,16.93,812.64,,N,N,Y,ACTIVE
1324,SKU001324,Oh My Goodness! Chewing Gum 200g,Oh My Goodness!,7,57,80,200g,12,90,198.0,40.87,490.44,,N,N,Y,ACTIVE
1325,SKU001325,Ubuntu Sweets Sweets & Candy 500g,Ubuntu Sweets,7,56,57,500g,8,142,1888.6,20.89,167.12,,N,N,N,ACTIVE
1326,SKU001326,Mondelez SA Popcorn 100g,Mondelez SA,7,62,16,100g,24,111,654.9,27.07,649.68,,N,N,N,ACTIVE
1327,SKU001327,Oh My Goodness! Savoury Snacks 200g,Oh My Goodness!,7,59,80,200g,12,97,261.9,6.93,83.16,,N,N,Y,ACTIVE
1328,SKU001328,Classic Savoury Savoury Snacks 200g,Classic Savoury,7,59,8,200g,12,143,286.0,24.27,291.24,,N,N,N,ACTIVE
1329,SKU001329,Fritos Biltong & Droewors 50g,Fritos,7,61,52,50g,36,112,627.2,34.84,1254.24,,N,N,N,ACTIVE
1330,SKU001330,Unilever SA Biltong & Droewors 150g,Unilever SA,7,61,8,150g,20,100,560.0,49.59,991.8,,N,N,N,ACTIVE
1331,SKU001331,Willards Savoury Snacks 35g,Willards,7,59,51,35g,48,129,1006.2,20.68,992.64,,N,N,N,ACTIVE
1332,SKU001332,AVI Limited Sweets & Candy 200g,AVI Limited,7,56,2,200g,12,99,1039.5,13.83,165.96,,N,N,N,ACTIVE
1333,SKU001333,Gold Biltong Biltong & Droewors 500g,Gold Biltong,7,61,15,500g,8,133,2008.3,19.27,154.16,,N,N,N,ACTIVE
1334,SKU001334,Lindt SA Savoury Snacks 500g,Lindt SA,7,59,55,500g,8,113,1695.0,47.05,376.4,,N,N,N,ACTIVE
1335,SKU001335,Cape Sweets Sweets & Candy 50g,Cape Sweets,7,56,1,50g,36,139,986.9,34.86,1254.96,,N,N,N,ACTIVE
1336,SKU001336,Heritage Popcorn Popcorn 35g,Heritage Popcorn,7,62,7,35g,48,126,1713.6,24.81,1190.88,,N,N,N,ACTIVE
1337,SKU001337,Mondelez SA Chewing Gum 150g,Mondelez SA,7,57,16,150g,20,112,985.6,20.05,401.0,,N,N,N,ACTIVE
1338,SKU001338,Ritebrand Biltong & Droewors 500g,Ritebrand,7,61,79,500g,8,111,1898.1,12.08,96.64,,N,N,Y,ACTIVE
1339,SKU001339,Fritos Potato Chips 150g,Fritos,7,58,52,150g,20,125,1312.5,27.87,557.4,,N,N,N,ACTIVE
1340,SKU001340,Fritos Potato Chips 35g,Fritos,7,58,52,35g,48,127,1320.8,37.46,1798.08,,N,N,N,ACTIVE
1341,SKU001341,Savannah Potato Potato Chips 50g,Savannah Potato,7,58,7,50g,36,113,2022.7,6.13,220.68,,N,N,N,ACTIVE
1342,SKU001342,Mars SA Popcorn 35g,Mars SA,7,62,15,35g,48,93,725.4,46.1,2212.8,,N,N,N,ACTIVE
1343,SKU001343,Libstar Chewing Gum 150g,Libstar,7,57,32,150g,20,99,1069.2,42.75,855.0,,N,N,N,ACTIVE
1344,SKU001344,Cape Biltong Biltong & Droewors 50g,Cape Biltong,7,61,19,50g,36,142,1988.0,15.88,571.68,,N,N,N,ACTIVE
1345,SKU001345,Gold Chewing Chewing Gum 500g,Gold Chewing,7,57,52,500g,8,91,800.8,36.63,293.04,,N,N,N,ACTIVE
1346,SKU001346,Gold Sweets Sweets & Candy 200g,Gold Sweets,7,56,55,200g,12,100,780.0,7.33,87.96,,N,N,N,ACTIVE
1347,SKU001347,Savannah Chocolates Chocolates 150g,Savannah Chocolates,7,55,58,150g,20,99,940.5,39.68,793.6,,N,N,N,ACTIVE
1348,SKU001348,Lindt SA Savoury Snacks 150g,Lindt SA,7,59,55,150g,20,136,1972.0,20.84,416.8,,N,N,N,ACTIVE
1349,SKU001349,Unilever SA Savoury Snacks 50g,Unilever SA,7,59,8,50g,36,93,232.5,44.77,1611.72,,N,N,N,ACTIVE
1350,SKU001350,Cape Chewing Chewing Gum 150g,Cape Chewing,7,57,1,150g,20,143,2459.6,24.64,492.8,,N,N,N,ACTIVE
1351,SKU001351,Gold Savoury Savoury Snacks 200g,Gold Savoury,7,59,58,200g,12,109,959.2,37.21,446.52,,N,N,N,ACTIVE
1352,SKU001352,Zulu Biltong Biltong & Droewors 500g,Zulu Biltong,7,61,15,500g,8,103,298.7,23.62,188.96,,N,N,N,ACTIVE
1353,SKU001353,Royal Sweets Sweets & Candy 150g,Royal Sweets,7,56,54,150g,20,110,935.0,34.72,694.4,,N,N,N,ACTIVE
1354,SKU001354,Oh My Goodness! Nuts & Seeds 150g,Oh My Goodness!,7,60,80,150g,20,102,377.4,17.88,357.6,,N,N,Y,ACTIVE
1355,SKU001355,Ritebrand Nuts & Seeds 100g,Ritebrand,7,60,79,100g,24,91,418.6,16.54,396.96,,N,N,Y,ACTIVE
1356,SKU001356,Classic Sweets Sweets & Candy 50g,Classic Sweets,7,56,7,50g,36,128,2124.8,6.48,233.28,,N,N,N,ACTIVE
1357,SKU001357,Simba Chocolates 100g,Simba,7,55,19,100g,24,95,1045.0,48.97,1175.28,,N,N,N,ACTIVE
1358,SKU001358,AVI Limited Popcorn 35g,AVI Limited,7,62,2,35g,48,110,759.0,10.1,484.8,,N,N,N,ACTIVE
1359,SKU001359,Premium Savoury Savoury Snacks 200g,Premium Savoury,7,59,52,200g,12,102,846.6,19.84,238.08,,N,N,N,ACTIVE
1360,SKU001360,Rhodes Food Group Sweets & Candy 150g,Rhodes Food Group,7,56,36,150g,20,137,1370.0,28.16,563.2,,N,N,N,ACTIVE
1361,SKU001361,Premium Chocolates Chocolates 150g,Premium Chocolates,7,55,58,150g,20,120,1872.0,31.8,636.0,,N,N,N,ACTIVE
1362,SKU001362,Kalahari Popcorn Popcorn 500g,Kalahari Popcorn,7,62,7,500g,8,95,541.5,47.92,383.36,,N,N,N,ACTIVE
1363,SKU001363,Mondelez SA Chewing Gum 200g,Mondelez SA,7,57,16,200g,12,123,1439.1,49.66,595.92,,N,N,N,ACTIVE
1364,SKU001364,Cadbury Nuts & Seeds 50g,Cadbury,7,60,54,50g,36,111,1332.0,18.8,676.8,,N,N,N,ACTIVE
1365,SKU001365,Fritos Chocolates 50g,Fritos,7,55,52,50g,36,103,1205.1,49.87,1795.32,,N,N,N,ACTIVE
1366,SKU001366,Unilever SA Popcorn 35g,Unilever SA,7,62,8,35g,48,99,693.0,39.72,1906.56,,N,N,N,ACTIVE
1367,SKU001367,Supreme Sweets Sweets & Candy 35g,Supreme Sweets,7,56,55,35g,48,119,2011.1,19.8,950.4,,N,N,N,ACTIVE
1368,SKU001368,Ubuntu Nuts Nuts & Seeds 35g,Ubuntu Nuts,7,60,51,35g,48,94,1353.6,13.88,666.24,,N,N,N,ACTIVE
1369,SKU001369,Heritage Savoury Savoury Snacks 500g,Heritage Savoury,7,59,54,500g,8,98,1715.0,47.35,378.8,,N,N,N,ACTIVE
1370,SKU001370,Savannah Savoury Savoury Snacks 150g,Savannah Savoury,7,59,52,150g,20,144,1857.6,33.27,665.4,,N,N,N,ACTIVE
1371,SKU001371,Willards Nuts & Seeds 35g,Willards,7,60,51,35g,48,133,1223.6,24.18,1160.64,,N,N,N,ACTIVE
1372,SKU001372,Ritebrand Chocolates 500g,Ritebrand,7,55,79,500g,8,93,548.7,38.61,308.88,,N,N,Y,ACTIVE
1373,SKU001373,Mars SA Chocolates 35g,Mars SA,7,55,15,35g,48,108,1198.8,22.54,1081.92,,N,N,N,ACTIVE
1374,SKU001374,Fritos Potato Chips 150g,Fritos,7,58,52,150g,20,132,1254.0,10.11,202.2,,N,N,N,ACTIVE
1375,SKU001375,Unilever SA Popcorn 35g,Unilever SA,7,62,8,35g,48,101,1686.7,38.2,1833.6,,N,N,N,ACTIVE
1376,SKU001376,PepsiCo SA Biltong & Droewors 150g,PepsiCo SA,7,61,18,150g,20,111,832.5,8.84,176.8,,N,N,N,ACTIVE
1377,SKU001377,Lindt SA Potato Chips 35g,Lindt SA,7,58,55,35g,48,107,1144.9,26.0,1248.0,,N,N,N,ACTIVE
1378,SKU001378,Oh My Goodness! Chewing Gum 50g,Oh My Goodness!,7,57,80,50g,36,110,1958.0,31.0,1116.0,,N,N,Y,ACTIVE
1379,SKU001379,Zulu Biltong Biltong & Droewors 100g,Zulu Biltong,7,61,2,100g,24,140,1344.0,24.92,598.08,,N,N,N,ACTIVE
1380,SKU001380,Signature Chocolates Chocolates 100g,Signature Chocolates,7,55,53,100g,24,106,349.8,33.97,815.28,,N,N,N,ACTIVE
1381,SKU001381,Libstar Sweets & Candy 500g,Libstar,7,56,32,500g,8,118,1227.2,44.34,354.72,,N,N,N,ACTIVE
1382,SKU001382,Mondelez SA Savoury Snacks 35g,Mondelez SA,7,59,16,35g,48,95,845.5,45.38,2178.24,,N,N,N,ACTIVE
1383,SKU001383,Mondelez SA Savoury Snacks 50g,Mondelez SA,7,59,16,50g,36,112,1086.4,47.45,1708.2,,N,N,N,ACTIVE
1384,SKU001384,Beacon Sweets Chewing Gum 100g,Beacon Sweets,7,57,53,100g,24,134,2036.8,31.09,746.16,,N,N,N,ACTIVE
1385,SKU001385,Nestle SA Potato Chips 500g,Nestle SA,7,58,7,500g,8,132,567.6,31.45,251.6,,N,N,N,ACTIVE
1386,SKU001386,Highveld Nuts Nuts & Seeds 50g,Highveld Nuts,7,60,1,50g,36,119,1190.0,47.09,1695.24,,N,N,N,ACTIVE
1387,SKU001387,Foodcorp Biltong & Droewors 200g,Foodcorp,7,61,31,200g,12,136,1251.2,6.16,73.92,,N,N,N,ACTIVE
1388,SKU001388,Oh My Goodness! Chewing Gum 150g,Oh My Goodness!,7,57,80,150g,20,130,468.0,48.66,973.2,,N,N,Y,ACTIVE
1389,SKU001389,Heritage Potato Potato Chips 150g,Heritage Potato,7,58,18,150g,20,134,629.8,30.03,600.6,,N,N,N,ACTIVE
1390,SKU001390,Supreme Potato Potato Chips 500g,Supreme Potato,7,58,18,500g,8,126,995.4,48.02,384.16,,N,N,N,ACTIVE
1391,SKU001391,Heritage Savoury Savoury Snacks 35g,Heritage Savoury,7,59,56,35g,48,134,2412.0,27.96,1342.08,,N,N,N,ACTIVE
1392,SKU001392,Nik Naks Nuts & Seeds 150g,Nik Naks,7,60,57,150g,20,123,910.2,48.86,977.2,,N,N,N,ACTIVE
1393,SKU001393,Supreme Popcorn Popcorn 100g,Supreme Popcorn,7,62,53,100g,24,101,464.6,30.32,727.68,,N,N,N,ACTIVE
1394,SKU001394,Oh My Goodness! Biltong & Droewors 100g,Oh My Goodness!,7,61,80,100g,24,134,2251.2,33.3,799.2,,N,N,Y,ACTIVE
